CRESTRON - DEALER PRICE LIST - 10th January 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1196,"Crestron Flex Pod Wireless Audio Kit with Hub and Pod, Black",6513257,UC-AUDIO-1-B-DR3 KIT,120960,1008,1310.4,0.18000000000004,2016,,,,,,,,
1197,"Crestron Flex Pod Wireless Audio Kit with Hub and Pod, Black",6513259,UC-AUDIO-1-B-DR4 KIT,120960,1008,1310.4,0.18000000000004,2016,,,,,,,,
1198,"Crestron Flex Pod Wireless Audio Kit with Hub and Pod, Black",6513877,UC-AUDIO-1-B-DR5 KIT,120960,1008,1310.4,0.180000000000041,2016,,,,,,,,
1199,Crestron Flex Hub Wireless Transceiver,6513246,UC-AUDIO-HUB-DR2,54960,458,595.4,0.180000000000041,916,,,,,,,,
1200,Crestron Flex Hub Wireless Transceiver,6513249,UC-AUDIO-HUB-DR3,54960,458,595.4,0.180000000000041,916,,,,,,,,
1201,Crestron Flex Hub Wireless Transceiver,6513252,UC-AUDIO-HUB-DR4,54960,458,595.4,0.180000000000041,916,,,,,,,,
1202,Crestron Flex Hub Wireless Transceiver,6513886,UC-AUDIO-HUB-DR5,54960,458,595.4,0.180000000000041,916,,,,,,,,
1203,"Crestron Flex Pod Wireless Speaker and Microphone, Black",6513245,UC-AUDIO-POD-B-DR2,66000,550,715,0.180000000000041,1100,,,,,,,,
1204,"Crestron Flex Pod Wireless Speaker and Microphone, Black",6513248,UC-AUDIO-POD-B-DR3,66000,550,715,0.180000000000041,1100,,,,,,,,
1205,"Crestron Flex Pod Wireless Speaker and Microphone, Black",6513251,UC-AUDIO-POD-B-DR4,66000,550,715,0.180000000000041,1100,,,,,,,,
1206,"Crestron Flex Pod Wireless Speaker and Microphone, Black",6513881,UC-AUDIO-POD-B-DR5,66000,550,715,0.180000000000041,1100,,,,,,,,
1207,Tabletop Mounting Kit for Crestron Flex Pod Wireless Speaker and Microphone,6513146,UC-AUDIO-POD-TTMK,3360,28,36.4,0.180000000000041,56,,,,,,,,
1208,Crestron Flex Small Room Conference System with Video Soundbar for Microsoft Teams® Rooms,6511609,UC-B30-T,360000,3000,3900,0.180000000000041,6000,,,,,,,,
1209,"Crestron Flex Small Room Conference System with Video Soundbar for Microsoft Teams® Rooms, Government Version",6513979,UC-B30-T-GV,419400,3495,4543.5,0.180000000000041,6990,,,,,,,,
1210,Crestron Flex Small Room Conference System with Video Soundbar and Wall Mounted Control Interface for Microsoft Teams® Rooms,6511937,UC-B30-T-WM,360000,3000,3900,0.180000000000041,6000,,,,,,,,
1211,Crestron Flex Small Room Conference System with Video Soundbar for Zoom Rooms® Software,6511610,UC-B30-Z,360000,3000,3900,0.180000000000041,6000,,,,,,,,
1212,Crestron Flex Small Room Conference System with Video Soundbar and Wall Mounted Control Interface for Zoom Rooms® Software,6511938,UC-B30-Z-WM,360000,3000,3900,0.180000000000041,6000,,,,,,,,
1213,Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Microsoft Teams® Rooms,6512601,UC-B31-T,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1214,"Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Microsoft Teams® Rooms, India",6512699,UC-B31-T-INDIA,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1215,Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Microsoft Teams® Rooms,6512602,UC-B31-T-WM,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1216,"Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Microsoft Teams® Rooms, India",6512700,UC-B31-T-WM-INDIA,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1217,Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Zoom Rooms® Software,6512603,UC-B31-Z,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1218,"Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Zoom Rooms® Software, India",6512701,UC-B31-Z-INDIA,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1219,Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Zoom Rooms® Software,6512604,UC-B31-Z-WM,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1220,"Crestron Flex Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Zoom Rooms® Software, India",6512702,UC-B31-Z-WM-INDIA,447480,3729,4847.7,0.180000000000041,7458,,,,,,,,
1221,"Crestron Flex Large Room Conference Solution with All-In-One Videobar 70 for Microsoft Teams® Rooms, International",6513242,UC-B70-A-T-I,594000,4950,6435,0.180000000000041,9900,,,,,,,,
1222,"Crestron Flex Large Room Conference Solution with All-In-One Videobar 70 for Zoom Rooms® Software, International",6513243,UC-B70-A-Z-I,594000,4950,6435,0.180000000000041,9900,,,,,,,,
1223,Crestron Flex Advanced Small Room Conference System with Video Soundbar for Microsoft Teams® Rooms,6511611,UC-BX30-T,493680,4114,5348.2,0.180000000000041,8228,,,,,,,,
1224,"Crestron Flex Advanced Small Room Conference System with Video Soundbar for Microsoft Teams® Rooms, Government Version",6513981,UC-BX30-T-GV,553080,4609,5991.7,0.180000000000041,9218,,,,,,,,
1225,Crestron Flex Advanced Small Room Conference System with Video Soundbar and Wall Mounted Control Interface for Microsoft Teams® Rooms,6511939,UC-BX30-T-WM,493680,4114,5348.2,0.180000000000041,8228,,,,,,,,
1226,Crestron Flex Advanced Small Room Conference System with Video Soundbar for Zoom Rooms™ Software,6511612,UC-BX30-Z,493680,4114,5348.2,0.180000000000041,8228,,,,,,,,
1227,Crestron Flex Advanced Small Room Conference System with Video Soundbar and Wall Mounted Control Interface for Zoom Rooms™ Software,6511940,UC-BX30-Z-WM,493680,4114,5348.2,0.180000000000042,8228,,,,,,,,
1228,Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Microsoft Teams® Rooms,6512605,UC-BX31-T,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1229,"Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Microsoft Teams® Rooms, India",6512703,UC-BX31-T-INDIA,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1230,Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Microsoft Teams® Rooms,6512616,UC-BX31-T-WM,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1231,"Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Microsoft Teams® Rooms, India",6512704,UC-BX31-T-WM-INDIA,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1232,Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Zoom Rooms™ Software,6512617,UC-BX31-Z,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1233,"Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar for Zoom Rooms® Software, India",6512705,UC-BX31-Z-INDIA,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1234,Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Zoom Rooms™ Software,6512618,UC-BX31-Z-WM,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1235,"Crestron Flex Advanced Small Room Conference System with Jabra® PanaCast® 50 Video Bar and Wall Mounted Control Interface for Zoom Rooms® Software, India",6512716,UC-BX31-Z-WM-INDIA,546120,4551,5916.3,0.180000000000042,9102,,,,,,,,
1236,Crestron Flex Video Conference System Integrator Pro Kit for Zoom Rooms® Software,6513848,UC-C100-PRO-Z,422400,3520,4576,0.180000000000042,7040,,,,,,,,
1237,Crestron Flex Video Conference System Integrator Pro Kit with a Wall-Mounted Control Interface for Zoom Rooms® Software,6513849,UC-C100-PRO-Z-WM,422400,3520,4576,0.180000000000042,7040,,,,,,,,
1238,Crestron Flex Video Conference System Integrator Kit for Microsoft Teams® Rooms,6511589,UC-C100-T,305160,2543,3305.9,0.180000000000042,5086,,,,,,,,
1239,"Crestron Flex Video Conference System Integrator Kit for Microsoft Teams® Rooms, Government Version",6513978,UC-C100-T-GV,364560,3038,3949.4,0.180000000000042,6076,,,,,,,,
1240,Crestron Flex Video Conference System Integrator Kit with a Wall Mounted Control Interface for Microsoft Teams® Rooms,6511933,UC-C100-T-WM,305160,2543,3305.9,0.180000000000042,5086,,,,,,,,
1241,Crestron Flex Video Conference System Integrator Kit for Zoom Rooms® Software,6511590,UC-C100-Z,305160,2543,3305.9,0.180000000000042,5086,,,,,,,,
1242,Crestron Flex Video Conference System Integrator Kit with a Wall Mounted Control Interface for Zoom Rooms® Software,6511934,UC-C100-Z-WM,305160,2543,3305.9,0.180000000000042,5086,,,,,,,,
1243,USB Plug and Play Camera Adapter for Huddly® L1™ AI Collaboration Camera,6513792,UC-CAMA-ADPT-ENET-USB,59400,495,643.5,0.180000000000042,990,,,,,,,,
1244,Huddly® L1™ AI Collaboration Camera for Large Meeting Rooms,6512296,UC-CAM-L1,166320,1386,1801.8,0.180000000000042,2772,,,,,,,,
1245,Wall Mount Kit for Crestron® Cameras,6510998,UC-CAM-WMK,3000,25,32.5,0.180000000000042,50,,,,,,,,
1246,Crestron Flex Advanced Video Conference System Integrator Pro Kit for Zoom Rooms® Software,6513997,UC-CX100-PRO-Z,542520,4521,5877.3,0.180000000000042,9042,,,,,,,,
1247,Crestron Flex Advanced Video Conference System Integrator Pro Kit with a Wall-Mounted Control Interface for Zoom Rooms® Software,6513998,UC-CX100-PRO-Z-WM,542520,4521,5877.3,0.180000000000042,9042,,,,,,,,
1248,Crestron Flex Advanced Video Conference System Integrator Kit for Microsoft Teams® Rooms,6511607,UC-CX100-T,435840,3632,4721.6,0.180000000000042,7264,,,,,,,,
1249,"Crestron Flex Advanced Video Conference System Integrator Kit for Microsoft Teams® Rooms, Government Version",6513980,UC-CX100-T-GV,495240,4127,5365.1,0.180000000000042,8254,,,,,,,,
1250,Crestron Flex Advanced Video Conference System Integrator Kit with a Wall Mounted Control Interface for Microsoft Teams® Rooms,6511935,UC-CX100-T-WM,435840,3632,4721.6,0.180000000000042,7264,,,,,,,,
1251,Crestron Flex Advanced Video Conference System Integrator Kit for Zoom Rooms™ Software,6511608,UC-CX100-Z,435840,3632,4721.6,0.180000000000042,7264,,,,,,,,
1252,Crestron Flex Advanced Video Conference System Integrator Kit with a Wall Mounted Control Interface for Zoom Rooms™ Software,6511936,UC-CX100-Z-WM,435840,3632,4721.6,0.180000000000042,7264,,,,,,,,
1253,Crestron Flex Room Upgrade Solution with Microsoft Teams® Rooms,6513975,UC-ENGINE-BRKT-T-UPGRD,225720,1881,2445.3,0.180000000000042,3762,,,,,,,,
1254,Crestron Flex Standard to Advanced Room Upgrade Solution with Microsoft Teams® Rooms Software,6514057,UC-ENGINE-BRKT-T-UPGRD-BRKTX,342240,2852,3707.6,0.180000000000042,5704,,,,,,,,
1255,Crestron Flex Advanced Room Upgrade Solution with Microsoft Teams® Rooms,6513977,UC-ENGINE-BRKTX-T-UPGRD,273240,2277,2960.1,0.180000000000042,4554,,,,,,,,
1256,Crestron Flex Advanced Room Upgrade Solution with Zoom Rooms® Software,6513976,UC-ENGINE-BRKTX-Z-UPGRD,273240,2277,2960.1,0.180000000000042,4554,,,,,,,,
1257,Crestron Flex Room Upgrade Solution with Zoom Rooms® Software,6513974,UC-ENGINE-BRKT-Z-UPGRD,225720,1881,2445.3,0.180000000000043,3762,,,,,,,,
1258,Crestron Flex Standard to Advanced Room Upgrade Solution with Zoom Rooms® Software,6514058,UC-ENGINE-BRKT-Z-UPGRD-BRKTX,342240,2852,3707.6,0.180000000000043,5704,,,,,,,,
1259,Crestron Flex Tabletop Medium Room Conference System for Microsoft Teams® Rooms,6513965,UC-M50-NC-T,351840,2932,3811.6,0.180000000000043,5864,,,,,,,,
1260,Crestron Flex Tabletop Medium Room Conference System for Zoom Rooms® Software,6513966,UC-M50-NC-Z,351840,2932,3811.6,0.180000000000043,5864,,,,,,,,
1261,Crestron Flex Tabletop Medium Room Video Conference System for Microsoft Teams® Rooms,6511604,UC-M50-T,413880,3449,4483.7,0.180000000000043,6898,,,,,,,,
1262,Crestron Flex Tabletop Medium Room Video Conference System,6511606,UC-M50-U,278280,2319,3014.7,0.180000000000043,4638,,,,,,,,
1263,Crestron Flex Tabletop Medium Room Audio Conference System,6511627,UC-M50-UA,145200,1210,1573,0.180000000000043,2420,,,,,,,,
1264,Crestron Flex Tabletop Medium Room Video Conference System for Zoom Rooms® Software,6511605,UC-M50-Z,413880,3449,4483.7,0.180000000000043,6898,,,,,,,,
1265,Crestron Flex Tabletop Large Room Conference System for Microsoft Teams® Rooms,6513793,UC-M70-NC-T,398040,3317,4312.1,0.180000000000043,6634,,,,,,,,
1266,Crestron Flex Tabletop Large Room Conference System for Zoom Rooms® Software,6513794,UC-M70-NC-Z,398040,3317,4312.1,0.180000000000043,6634,,,,,,,,
1267,Crestron Flex Tabletop Large Room Video Conference System for Microsoft Teams® Rooms,6511587,UC-M70-T,511920,4266,5545.8,0.180000000000043,8532,,,,,,,,
1268,Crestron Flex Tabletop Large Room Video Conference System,6511603,UC-M70-U,302640,2522,3278.6,0.180000000000043,5044,,,,,,,,
1269,Crestron Flex Tabletop Large Room Audio Conference System,6511628,UC-M70-UA,169440,1412,1835.6,0.180000000000043,2824,,,,,,,,
1270,Crestron Flex Tabletop Large Room Video Conference System for Zoom Rooms® Software,6511588,UC-M70-Z,511920,4266,5545.8,0.180000000000043,8532,,,,,,,,
1271,"Crestron Flex Tabletop Small Room Conference System for Microsoft Teams® Rooms, International",6513962,UC-MM30-NC-T-I,246840,2057,2674.1,0.180000000000043,4114,,,,,,,,
1272,"Crestron Flex Tabletop Small Room Conference System for Zoom Rooms® Software, International",6513964,UC-MM30-NC-Z-I,246840,2057,2674.1,0.180000000000043,4114,,,,,,,,
1273,"Crestron Flex Tabletop Small Room Video Conference System for Microsoft Teams® Rooms, International",6511340,UC-MM30-T-I,290400,2420,3146,0.180000000000043,4840,,,,,,,,
1274,Crestron Flex Tabletop Small Room Video Conference System for Zoom Rooms® Software,6511341,UC-MM30-Z,,,,0.180000000000043,,,,,,,,,
1275,"Crestron Flex Tabletop Small Room Video Conference System for Zoom Rooms® Software, International",6511342,UC-MM30-Z-I,290400,2420,3146,0.180000000000043,4840,,,,,,,,
1276,"Crestron Flex Advanced Tabletop Small Room Conference System for Microsoft Teams® Rooms, International",6513968,UC-MMX30-NC-T-I,345600,2880,3744,0.180000000000043,5760,,,,,,,,
1277,"Crestron Flex Advanced Tabletop Small Room Conference System for Zoom Rooms® Software, International",6513970,UC-MMX30-NC-Z-I,345600,2880,3744,0.180000000000043,5760,,,,,,,,
1278,"Crestron Flex Advanced Tabletop Small Room Video Conference System for Microsoft Teams® Rooms, International",6511630,UC-MMX30-T-I,406560,3388,4404.4,0.180000000000043,6776,,,,,,,,
1279,"Crestron Flex Advanced Tabletop Small Room Video Conference System for Zoom Rooms™ Software, International",6511632,UC-MMX30-Z-I,406560,3388,4404.4,0.180000000000043,6776,,,,,,,,
1280,Crestron Flex Advanced Tabletop Medium Room Conference System for Microsoft Teams® Rooms,6513971,UC-MX50-NC-T,462960,3858,5015.4,0.180000000000043,7716,,,,,,,,
1281,Crestron Flex Advanced Tabletop Medium Room Conference System for Zoom Rooms® Software,6513972,UC-MX50-NC-Z,462960,3858,5015.4,0.180000000000043,7716,,,,,,,,
1282,Crestron Flex Advanced Tabletop Medium Room Video Conference System for Microsoft Teams® Rooms,6511600,UC-MX50-T,544560,4538,5899.4,0.180000000000043,9076,,,,,,,,
1283,Crestron Flex Advanced Tabletop Medium Room Video Conference System,6511602,UC-MX50-U,363000,3025,3932.5,0.180000000000043,6050,,,,,,,,
1284,Crestron Flex Advanced Tabletop Medium Room Video Conference System for Zoom Rooms™ Software,6511601,UC-MX50-Z,544560,4538,5899.4,0.180000000000043,9076,,,,,,,,
1285,Crestron Flex Advanced Tabletop Large Room Conference System for Microsoft Teams® Rooms,6513795,UC-MX70-NC-T,510840,4257,5534.1,0.180000000000043,8514,,,,,,,,
1286,Crestron Flex Advanced Tabletop Large Room Conference System for Zoom Rooms® Software,6513796,UC-MX70-NC-Z,510840,4257,5534.1,0.180000000000043,8514,,,,,,,,
1287,Crestron Flex Advanced Tabletop Large Room Video Conference System for Microsoft Teams® Rooms,6511597,UC-MX70-T,599040,4992,6489.6,0.180000000000044,9984,,,,,,,,
1288,Crestron Flex Advanced Tabletop Large Room Video Conference System,6511599,UC-MX70-U,387240,3227,4195.1,0.180000000000044,6454,,,,,,,,
1289,Crestron Flex Advanced Tabletop Large Room Video Conference System for Zoom Rooms™ Software,6511598,UC-MX70-Z,599040,4992,6489.6,0.180000000000044,9984,,,,,,,,
1290,UC Video Conference Smart Soundbar,6511280,UC-SB1,58920,491,638.3,0.180000000000044,982,,,,,,,,
1291,UC Video Conference Smart Soundbar & Camera,6511281,UC-SB1-CAM,92400,770,1001,0.180000000000044,1540,,,,,,,,
1292,Display Mounting Kit for Crestron Videobar 70,6513416,UC-SB2-DMK,18360,153,198.9,0.180000000000044,306,,,,,,,,
1293,Tabletop Kit for Crestron Videobar 70,6513417,UC-SB2-TTK,9960,83,107.9,0.180000000000044,166,,,,,,,,
1294,Jabra® PanaCast® 50 Intelligent Video Bar for Crestron Flex Systems,6513114,UC-SB-P50,142560,1188,1544.4,0.180000000000044,2376,,,,,,,,
1295,"AirMedia® Series 3 Conferencing System with AM-3200-WF-I and Jabra® PanaCast 50 Video Bar, International",6513158,UC-SB-P50-AM-WF-I KIT,292920,2441,3173.3,0.180000000000044,4882,,,,,,,,
1296,"Jabra® PanaCast® 50 Intelligent Video Bar for Crestron Flex Systems, India",6512698,UC-SB-P50-INDIA,142560,1188,1544.4,0.180000000000044,2376,,,,,,,,
1297,"Ultimate 10 in. Active Subwoofer, Black Textured, Single",6511861,ULTIMATE ASUB10-B-T-EACH,108960,908,1180.4,0.180000000000044,2407,,,,,,,,
1298,"Ultimate 3 in. All Weather In-Ceiling Woofer, White Textured, Single",6512666,ULTIMATE IC3-AW-SA-BOX-WOOFER-W-T-EACH,79200,660,858,0.180000000000044,1749,,,,,,,,
1299,"Ultimate 3 in. All Weather In-Ceiling Tweeter, Single",6512667,ULTIMATE IC3-AW-SA-TWEETER-EACH,13200,110,143,0.180000000000044,292,,,,,,,,
1300,Ultimate 3 in. All Weather In-Ceiling Kit (Woofer and Tweeter),6512670,ULTIMATE IC3-SA-WOOFER/TWEETER-W-T-KIT,92400,770,1001,0.180000000000044,2041,,,,,,,,
1301,"Ultimate 6.5 in. 2-Way All Weather In-Ceiling Speaker, White Textured, Single",6511844,ULTIMATE IC6-AW-W-T-EACH,28440,237,308.1,0.180000000000044,629,,,,,,,,
1302,"Ultimate 8 in. 2-Way All Weather In-Ceiling Speaker, White Textured, Single",6512687,ULTIMATE IC8-AW-W-T-EACH,32880,274,356.2,0.180000000000044,727,,,,,,,,
1303,"Ultimate 8 in. Stereo 2-Way All Weather In-Ceiling Dual Tweeter Speaker, White Textured, Single",6512626,ULTIMATE IC8-DT-AW-W-T-EACH,36360,303,393.9,0.180000000000044,803,,,,,,,,
1304,"Ultimate In-Ceiling 8 in. Subwoofer, All Weather, White Textured, Single",6511860,ULTIMATE ICS8-AW-W-T-EACH,36360,303,393.9,0.180000000000044,803,,,,,,,,
1305,"Ultimate 12 in. In-Ground Subwoofer, Bronze Textured, Single",6511870,ULTIMATE IGS12T-BRZ-T-EACH,145200,1210,1573,0.180000000000044,3207,,,,,,,,
1306,"Ultimate Dual 6.5 in. 2-Way In-Wall LCR Speaker, White Textured, Single",6511857,ULTIMATE IWLCR62-W-T-EACH,43560,363,471.9,0.180000000000044,962,,,,,,,,
1307,"Ultimate In-Wall Dual 8 in. Subwoofer, All Weather, White Textured, Single",6511859,ULTIMATE IWS82-AW-W-T-EACH,87120,726,943.8,0.180000000000044,1924,,,,,,,,
1308,"Ultimate 6 in. 2-Way Outdoor Speaker, Ribbon Tweeter, Bronze Textured, Single",6511868,ULTIMATE OD6T-BRZ-T-EACH,65400,545,708.5,0.180000000000044,1445,,,,,,,,
1309,"Ultimate 6 in. 2-Way Outdoor Speaker, Ribbon Tweeter, Primed Paintable, Single",6511869,ULTIMATE OD6T-PRIMED-EACH,65400,545,708.5,0.180000000000044,1445,,,,,,,,
1310,"USB over Category Cable Extender, Local and Remote",6511095,USB-EXT-2 KIT,72600,605,786.5,0.180000000000044,1210,,,,,,,,
1311,"USB over Category Cable Extender, Local",6511093,USB-EXT-2-LOCAL,36360,303,393.9,0.180000000000044,606,,,,,,,,
1312,"USB over Category Cable Extender Wall Plate, Local, Black",6510559,USB-EXT-2-LOCAL-1G-B,43560,363,471.9,0.180000000000044,726,,,,,,,,
1313,"USB over Category Cable Extender Wall Plate, Local, White",6510558,USB-EXT-2-LOCAL-1G-W,43560,363,471.9,0.180000000000044,726,,,,,,,,
1314,"USB over Category Cable Extender, Remote",6511094,USB-EXT-2-REMOTE,36360,303,393.9,0.180000000000044,606,,,,,,,,
1315,"USB over Category Cable Extender Wall Plate, Remote, Black",6510561,USB-EXT-2-REMOTE-1G-B,43560,363,471.9,0.180000000000044,726,,,,,,,,
1316,"USB over Category Cable Extender Wall Plate, Remote, White",6510560,USB-EXT-2-REMOTE-1G-W,43560,363,471.9,0.180000000000045,726,,,,,,,,
1317,"USB 3.2 Extender over CAT 6a/7 Cable, Local and Remote",6511976,USB-EXT-3 KIT,257400,2145,2788.5,0.180000000000045,4290,,,,,,,,
1318,Offline Licensing USB Dongle,6513059,USB-OFFLINE,9960,83,107.9,0.180000000000045,166,,,,,,,,
1319,2-input USB 3.2 Data Matrix Switcher,6512776,USB-SW-200,92400,770,1001,0.180000000000045,1540,,,,,,,,
1320,4-input USB 3.2 Data Matrix Switcher,6512777,USB-SW-400,118800,990,1287,0.180000000000045,1980,,,,,,,,
1321,Under-Table Mounting Kit for 1RU Half-Width Devices,6507589,UTK-1U-HALF,7320,61,79.3,0.180000000000045,122,,,,,,,,
1322,Crestron Virtual Control Server Software - Single-Room License,3002153,VC-4-ROOM,66000,550,715,0.180000000000045,1100,,,,,,,,
1323,Rack Server with Crestron Virtual Control Software,6513427,VC-4-SERVER-25,1650000,13750,17875,0.180000000000045,27500,,,,,,,,
,,,,0,,0,0.180000000000045,,,,,,,,,
Added items,,,,0,,0,0.180000000000045,,,,,,,,,
