Extron pricelist drive link- https://docs.google.com/spreadsheets/d/1V2sjY4C5fK7a3ri32zxymZrhKaiDBU74/edit?usp=drive_link&ouid=115637406728694488059&rtpof=true&sd=true,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
1526,Single-Space MAAP - White: One USB-C Female to Male on Pigtail,70-1242-03,USB-C AVPD 101 MAAP,6360,53,68.9,0.18,,,
1527,USB-C to HDMI Interface,60-1883-01,USB-C HD 101,36960,308,400.4,0.18,,,
1528,USB-C® 8K/30 Video Optical Cables with High-Speed Data and 60 W Power Delivery 12' (3.6 m),26-748-12,USBC Pro 8K/12,10200,85,110.5,0.18,,,
1529,USB-C® 8K/30 Video Optical Cables with High-Speed Data and 60 W Power Delivery 15' (4.5 m),26-748-15,USBC Pro 8K/15,11520,96,124.8,0.18,,,
1530,USB-C® 8K/30 Video Optical Cables with High-Speed Data and 60 W Power Delivery 25' (7.6 m),26-748-25,USBC Pro 8K/25,12720,106,137.8,0.18,,,
1531,USB-C® 8K/30 Video Optical Cables with High-Speed Data and 60 W Power Delivery 30' (9.1 m),26-748-30,USBC Pro 8K/30,14040,117,152.1,0.18,,,
1532,"USBC Pro SM Cable, 9' (2.7 m)",26-746-09,USBC Pro SM,24840,207,269.1,0.18,,,
1533,"USBC Pro SM Cable, 12' (3.6 m)",26-746-12,USBC Pro SM,28680,239,310.7,0.18,,,
1534,USB-C® 5 Gbps Optical Cables with 4K/30 Video and 60 W Power Delivery 12' (3.6 m),26-741-12,USBC Pro/12,24840,207,269.1,0.18,,,
1535,USB-C® 5 Gbps Optical Cables with 4K/30 Video and 60 W Power Delivery 15' (4.5 m),26-741-15,USBC Pro/15,25440,212,275.6,0.18,,,
1536,USB-C® 5 Gbps Optical Cables with 4K/30 Video and 60 W Power Delivery 25' (7.6 m),26-741-25,USBC Pro/25,29280,244,317.2,0.18,,,
1537,USB-C® 5 Gbps Optical Cables with 4K/30 Video and 60 W Power Delivery 30' (9.1 m),26-741-30,USBC Pro/30,30600,255,331.5,0.18,,,
1538,"USB-C® 5 Gbps Cable, 6' (1.8 m)",26-715-06,USBC/6,3720,31,40.3,0.18,,,
1539,"USB-C® to USB-A 5 Gbps Cable, 6' (1.8 m)",26-723-06,USBC-A/6,3720,31,40.3,0.18,,,
1540,"USB-C male to DP female adapter cable, 6"" (15 cm)",26-719-01,USBC-DPF/0.5,5280,44,57.2,0.18,,,
1541,"USB-C male to DP male adapter cable, 6' (1.8 m)",26-716-06,USBC-DPM/6,6240,52,67.6,0.18,,,
1542,"4K/60 USB-C male to HDMI female, 6"" (15 cm)",26-752-01,USBC-HDF4K60/0.5,10920,91,118.3,0.18,,,
1543,"4K/60 USB-C male to HDMI male adapter cable, 6' (1.8 m)",26-717-06,USBC-HDM/6,12120,101,131.3,0.18,,,
1544,"USB-C to HDMI SM Cable, 6' (1.8 m)",26-733-06,USBC-HDMI SM,14040,117,152.1,0.18,,,
1545,"USB-C to HDMI SM Cable, 12' (3.6 m)",26-733-12,USBC-HDMI SM,17880,149,193.7,0.18,,,
1546,"Primary Mount, Gray",70-1085-01,UTM 100,6000,50,65,0.18,,,
1547,"Secondary Mount, Gray",70-1085-02,UTM 150,6000,50,65,0.18,,,
1548,"4U Rack Mount Frame, Black Rack Shelf System",70-1323-04,UTR 104,33720,281,365.3,0.18,,,
1549,Front & Rear Panels for UTR 104 Rack Shelf System,70-1323-24,UTR 104 FRP,16560,138,179.4,0.18,,,
1550,Side Panels for UTR 104 Rack Shelf System,70-1323-34,UTR 104 SP,10920,91,118.3,0.18,,,
1551,Bottom Panel for UTR 104 Rack Shelf System,70-1323-42,UTR 148 BP,10200,85,110.5,0.18,,,
1552,"Primary Shelf, gray",70-1028-01,UTS 100,6720,56,72.8,0.18,,,
1553,"Secondary Shelf, gray",70-1028-02,UTS 150,6720,56,72.8,0.18,,,
1554,Volume Control Wall Plate,70-530-02,VC 50,3720,31,40.3,0.18,,,
1555,Virtual Control Appliance with 5 Virtual Control Processors,60-1963-01,VCA 100,349800,2915,3789.5,0.18,,,
1556,Volume & Mute Controller – AAP – Black,70-1177-01,VCM 110 AAP,12480,104,135.2,0.18,,,
1557,Volume and Mute Controller - Decorator-Style Wallplate,70-883-02,VCM 200 D,11160,93,120.9,0.18,,,
1558,Volume and Mute Controller - EU Wall Frame for European Junction Boxes,70-884-05,VCM 200 EU,11160,93,120.9,0.18,,,
1559,VGA Cable: 15-Pin HD Male Backshell to 15-Pin HD Female Backshell- 15' (4.5 m),26-112-37,VGA M-F BK/15,4080,34,44.2,0.18,,,
1560,VGA Cable: 15-pin HD Male Molded to 15-pin Female Molded - 3' (90 cm),26-112-17,VGA M-F MD/3,1800,15,19.5,0.18,,,
1561,VGA Cable: 15-Pin HD Male Molded to 15-Pin HD Female Molded - 50' (15.2 m),26-112-29,VGA M-F MD/50,9120,76,98.8,0.18,,,
1562,VGA Cable: 15-Pin HD Male Molded to 15-Pin HD Female Molded - 75' (22.8 m),26-112-30,VGA M-F MD/75,12240,102,132.6,0.18,,,
1563,VGA Cable: 15-pin HD Male to Male Backshell - 35' (10.6 m),26-238-16,VGA M-M BK/35,7920,66,85.8,0.18,,,
1564,VGA Cable: 15-pin HD Male to Male Molded - 100' (30.4 m),26-238-20,VGA M-M MD/100,16560,138,179.4,0.18,,,
1565,VGA Cable: 15-pin HD Male to Male Molded - 35' (10.6 m),26-238-17,VGA M-M MD/35,6840,57,74.1,0.18,,,
1566,VGA Cable: 15-pin HD Male to Male Molded - 6' (1.8 m),26-238-01,VGA M-M MD/6,1800,15,19.5,0.18,,,
1567,"VGA Show Me Cable, 12' (3.6 m) for Collaboration Systems",26-686-12,VGA SMC/12,14040,117,152.1,0.18,,,
1568,"VGA Show Me Cable, 6' (1.8 m) for Collaboration Systems",26-686-06,VGA SMC/6,11160,93,120.9,0.18,,,
1569,VGA with Audio Cable: 15-pin HD Male to Male Molded - 35' (10.6 m),26-490-07,VGA-A M-M MD/35,9120,76,98.8,0.18,,,
1570,VGA with Audio Cable: 15-pin HD Male to Male Molded - 50' (15.2 m),26-490-08,VGA-A M-M MD/50,13440,112,145.6,0.18,,,
1571,VGA with Audio Cable: 15-pin HD Male to Male Molded - 6' (1.8 m),26-490-02,VGA-A M-M MD/6,3360,28,36.4,0.18,,,
1572,VoiceLift Pro Charging Station,60-1638-01,VLC 302,11160,93,120.9,0.18,,,
1573,VoiceLift Pro Handheld Microphone - EU version,60-1703-02,VLH 302 EU,37560,313,406.9,0.18,,,
1574,Single Pendant VoiceLift Pro Microphone - EU version,42-255-11,VLM 3001 EU,95400,795,1033.5,0.18,,,
1575,Two Pendant VoiceLift Pro Microphone - EU version,42-255-12,VLM 3002 EU,124680,1039,1350.7,0.18,,,
1576,Pendant and Handheld VoiceLift Pro Microphone - EU version,42-255-13,VLM 3002H EU,124680,1039,1350.7,0.18,,,
1577,"Replacement V-Lock Wall Assembly for SI 3, Pair - Black",70-567-02,V-Lock Wall Bracket,10560,88,114.4,0.18,,,
1578,"Replacement V-Lock Wall Assembly for SI 3, Pair - White",70-567-03,V-Lock Wall Bracket,10560,88,114.4,0.18,,,
1579,VoiceLift Pro Pendant Microphone - EU version,60-1636-02,VLP 302 EU,37560,313,406.9,0.18,,,
1580,VoiceLift Pro Receiver - EU version,60-1637-02,VLR 302 EU,#VALUE!,CALL,#VALUE!,0.18,,,
1581,Product Base Cover,70-1269-03,VM 100 C,7560,63,81.9,0.18,,,
1582,VESA Mount Kit,70-1269-01,VM 100 K,9000,75,97.5,0.18,,,
1583,Product Base Plate,70-1269-02,VM 100 P,6000,50,65,0.18,,,
1584,VESA Mount Kit for TLP Pro 725M and TLP Pro 1025M,70-1253-12,VMK 1,14040,117,152.1,0.18,,,
1585,VN-Matrix 12 Unit Power Supply,70-763-01,VNM 12 PS,734160,6118,7953.4,0.18,,,
1586,High Resolution Computer-to-Video Scan Converter,60-476-01,VSC 500,149760,1248,1622.4,0.18,,,
1587,Two Input VGA and Stereo Audio Switcher,60-758-01,VSW 2VGA A,22920,191,248.3,0.18,,,
1588,Wireless Access Point - EU Version,60-1635-11,WAP 100AC EU,38160,318,413.4,0.18,,,
1589,Wireless Access Point - US/Canada Version,60-1635-01,WAP 100AC US,38160,318,413.4,0.18,,,
1590,Wall and Box Mount Adapter,70-1134-01,WBA 100,19080,159,206.7,0.18,,,
1591,"Workspace Automation Controller with Occupancy Sensor, LL WC Upgrade",42-354-01,WC Pro 150 OCS,134640,1122,1458.6,0.18,,,
1592,Workspace Automation Controller with Occupancy Sensor,60-1803-01,WC Pro 150 OCS,74880,624,811.2,0.18,,,
1593,"Workspace Automation Controller with EDID Minder, LL WC Upgrade",42-355-01,WC Pro 160,119520,996,1294.8,0.18,,,
1594,Workspace Automation Controller with EDID Minder,60-1804-01,WC Pro 160,59760,498,647.4,0.18,,,
1595,USB to Wi-Fi & Bluetooth Adapter - EU,60-1944-02,WFA 100 EU,7080,59,76.7,0.18,,,
1596,USB to Wi-Fi & Bluetooth Adapter - US,60-1944-01,WFA 100 US,7080,59,76.7,0.18,,,
1597,"One-Gang Wallplate with Computer Video, HDMI, and Stereo Audio Connectors - Black",60-1371-11,WPB 109,5880,49,63.7,0.18,,,
1598,"One-Gang Wallplate with Computer Video, HDMI, and Stereo Audio Connectors - White",60-1371-21,WPB 109,5880,49,63.7,0.18,,,
1599,"Wallplate - EU One Gang - RAL9010 White: HDMI female to female on 6"" (15 cm) pigtail and Stereo Audio to Captive Screw Output",70-990-05,WPC 210 A EU,9600,80,104,0.18,,,
1600,Wallplate - MK One Gang - White: HDMI female to female on 6” (15 cm) pigtail and Stereo Audio to Captive Screw Output,70-990-03,WPC 210 A MK,9600,80,104,0.18,,,
1601,Pass-Through Wallplate with One 3.5 mm Connector - Decorator-Style; White,70-1173-01,WPD 101 3.5 mm,6000,50,65,0.18,,,
1602,One XTP DTP 24 Coupler Pass-Through Wallplate – Decorator-Style; White,70-1053-03,WPD 101 C,5280,44,57.2,0.18,,,
1603,One XTP DTP 24 Punch Down Jack Pass-Through Wallplate – Decorator-Style; White,70-1054-03,WPD 101 P,5280,44,57.2,0.18,,,
1604,,70-1054-33,WPD 101 P - XTP DTP Punch Down,0,0,0,0.18,,,
1605,USB Type-C; Black,70-1362-02,WPD 101 U,8280,69,89.7,0.18,,,
1606,USB Type-C; White,70-1362-03,WPD 101 U,8280,69,89.7,0.18,,,
1607,Two XTP DTP 24 Couplers Pass-Through Wallplate - Decorator-Style; White,70-1055-03,WPD 102 C,7560,63,81.9,0.18,,,
1608,Two XTP DTP 24 Punch Down Jacks Pass-Through Wallplate - Decorator-Style; White,70-1056-03,WPD 102 P,7560,63,81.9,0.18,,,
1609,,70-1056-33,WPD 102 P - 2 XTP DTP Punch Downs,0,0,0,0.18,,,
1610,Pass-Through Wallplate with Two XLR Connectors - Decorator-Style; Black,70-1103-02,WPD 102 XLRM,14040,117,152.1,0.18,,,
1611,Pass-Through Wallplate with Two XLR Connectors - Decorator-Style; White,70-1103-03,WPD 102 XLRM,14040,117,152.1,0.18,,,
1612,HDMI and Stereo Audio Pass-Through Wallplate - Decorator-Style; White,70-726-63,WPD 110 A,7560,63,81.9,0.18,,,
1613,"HDMI, Stereo Audio, and VGA Pass-Through Wallplate - Decorator-Style; White",70-766-33,WPD 150 A,9000,75,97.5,0.18,,,
1614,"HDMI, USB, and Network Pass-Through Wallplate - Decorator-Style; White",70-766-43,WPD 160,7560,63,81.9,0.18,,,
1615,"HDMI, USB 3.2 Type-A, and Network Pass-Through Wallplate - Decorator-Style; Black",70-766-72,WPD 163,8280,69,89.7,0.18,,,
1616,"HDMI, USB 3.2 Type-A, and Network Pass-Through Wallplate - Decorator-Style; White",70-766-73,WPD 163,8280,69,89.7,0.18,,,
1617,(2) HDMI and Network Pass-Through Wallplate - Decorator-Style; White,70-766-53,WPD 170,7560,63,81.9,0.18,,,
1618,Dante Audio DSP Matrix Processor w/ 24 AEC,60-1836-01,XMP 240 C AT,220080,1834,2384.2,0.18,,,
1619,Two Channel Amp - 60 Watts at 8 ohms,60-849-01,XPA 1002,44520,371,482.3,0.18,,,
1620,"One Channel Amp, 200 watts at 100 volts",60-850-11,XPA 2001-100V,55440,462,600.6,0.18,,,
1621,"One Channel Amp, 200 watts at 70 volts",60-850-01,XPA 2001-70V,52200,435,565.5,0.18,,,
1622,Four Channel Amp - 100 Watts at 8 ohms,60-563-02,XPA 2004,124680,1039,1350.7,0.18,,,
1623,Two Channel Amp - 400 Watts/Ch,60-1244-01,XPA 4002,95400,795,1033.5,0.18,,,
1624,"Two Channel Amp, 400 watts at 70 volts",60-1245-01,XPA 4002-70V,131760,1098,1427.4,0.18,,,
1625,"Two Channel Amp, 100 watts at 8 or 4 ohms",60-1761-01,XPA U 1002,54720,456,592.8,0.18,,,
1626,"Two Channel Amp, 100 watts at 100 volts",60-1761-12,XPA U 1002-100V,66840,557,724.1,0.18,,,
1627,"Two Channel Amp, 100 watts at 70 volts",60-1761-02,XPA U 1002-70V,66840,557,724.1,0.18,,,
1628,"Four Channel Amp, 100 watts at 8 or 4 ohms",60-1760-01,XPA U 1004,76320,636,826.8,0.18,,,
1629,"Four Channel Bridgeable Output Amp, 100/200 Watts",60-1301-01,XPA U 1004 SB,87840,732,951.6,0.18,,,
1630,"Four Channel Amp, 100 watts at 100 volts",60-1760-12,XPA U 1004-100V,102480,854,1110.2,0.18,,,
1631,"Four Channel Amp, 100 watts at 70 volts",60-1760-02,XPA U 1004-70V,102480,854,1110.2,0.18,,,
1632,"Two Channel Bridgeable Output Amp, 200/400 Watts",60-1758-01,XPA U 2002 SB,64920,541,703.3,0.18,,,
1633,"Four Channel Flexible Output Amp, 200 Watts",60-2026-01,XPA U 2004 FX,195840,1632,2121.6,0.18,,,
1634,"Eight Channel Flexible Output Amp, 200 Watts",60-2025-01,XPA U 2008 FX,286560,2388,3104.4,0.18,,,
1635,"Two Channel Amp, 350 watts at 8 or 4 ohms",60-1955-01,XPA U 3502,110040,917,1192.1,0.18,,,
1636,"Eight Channel Amp, 35 watts at 8 or 4 ohms",60-1759-01,XPA U 358,127920,1066,1385.8,0.18,,,
1637,"Eight Channel Amp, 35 watts at 100 volts",60-1759-12,XPA U 358-100V,146280,1219,1584.7,0.18,,,
1638,"Eight Channel Amp, 35 watts at 70 volts",60-1759-02,XPA U 358-70V,146280,1219,1584.7,0.18,,,
1639,Eight Channel Combo Amp - Four Channels at 8 or 4 ohms - Four Channels at 100V,60-1762-11,XPA U 358C-100V,139320,1161,1509.3,0.18,,,
1640,Eight Channel Combo Amp - Four Channels at 8 or 4 ohms - Four Channels at 70V,60-1762-01,XPA U 358C-70V,139320,1161,1509.3,0.18,,,
1641,"Four Channel Flexible Output Amp, 400 Watts",60-2034-01,XPA U 4004 FX,228360,1903,2473.9,0.18,,,
1642,"Eight Channel Amp, 75 watts at 8 ohms",60-1863-01,XPA U 758,146280,1219,1584.7,0.18,,,
1643,"Four Input Board, 12G-SDI with SDI and HDMI Local Outputs",70-1171-01,XTP CP 4i 12G-SDI,261600,2180,2834,0.18,,,
1644,"Four Input Board, XTP 4K with IR/RS-232 Insertion - 26W Remote Power Capable",70-940-31,XTP CP 4i 4K,384120,3201,4161.3,0.18,,,
1645,"Four Input Board, Fiber 4K - Multimode",70-985-01,XTP CP 4i Fiber 4K MM,523200,4360,5668,0.18,,,
1646,"Four Input Board, Fiber 4K - Singlemode",70-985-02,XTP CP 4i Fiber 4K SM,837720,6981,9075.3,0.18,,,
1647,"Four Output Board, 12G-SDI with Stereo Audio",70-1172-01,XTP CP 4o 12G-SDI,261600,2180,2834,0.18,,,
1648,"Four Output Board, XTP 4K with IR/RS-232 Insertion - 26W Remote Power Capable",70-943-31,XTP CP 4o 4K,226800,1890,2457,0.18,,,
1649,"Four Output Board, Fiber 4K - Multimode",70-986-01,XTP CP 4o Fiber 4K MM,313800,2615,3399.5,0.18,,,
1650,"Four Output Board, Fiber 4K - Singlemode",70-986-02,XTP CP 4o Fiber 4K SM,697800,5815,7559.5,0.18,,,
1651,"Four Output, Stereo Audio",70-944-01,XTP CP 4o SA,87000,725,942.5,0.18,,,
1652,"XTP DTP 22 RJ-45 Plug, Package of 10",101-037-01,XTP DTP 22 RJ-45 Plug,11160,93,120.9,0.18,,,
1653,100' (30.4 m) XTP DTP 22 non-plenum cable,26-739-100,XTP DTP 22/100,19800,165,214.5,0.18,,,
1654,"XTP DTP 22 Shielded Twisted Pair Cable - Non-Plenum, 1000' (305 m) spool",22-285-03,XTP DTP 22/1000,106920,891,1158.3,0.18,,,
1655,12' (3.6 m) XTP DTP 22 non-plenum cable,26-739-12,XTP DTP 22/12,6000,50,65,0.18,,,
1656,125' (38.1 m) XTP DTP 22 non-plenum cable,26-739-125,XTP DTP 22/125,23640,197,256.1,0.18,,,
1657,150' (45.7 m) XTP DTP 22 non-plenum cable,26-739-150,XTP DTP 22/150,26760,223,289.9,0.18,,,
1658,175' (53.3 m) XTP DTP 22 non-plenum cable,26-739-175,XTP DTP 22/175,30600,255,331.5,0.18,,,
1659,200' (61.0 m) XTP DTP 22 non-plenum cable,26-739-200,XTP DTP 22/200,34440,287,373.1,0.18,,,
1660,25' (7.6 m) XTP DTP 22 non-plenum cable,26-739-25,XTP DTP 22/25,6720,56,72.8,0.18,,,
1661,3' (90 cm) XTP DTP 22 non-plenum cable,26-739-03,XTP DTP 22/3,3120,26,33.8,0.18,,,
1662,300' (91.4 m) XTP DTP 22 non-plenum cable,26-739-300,XTP DTP 22/300,50880,424,551.2,0.18,,,
1663,35' (10.6 m) XTP DTP 22 non-plenum cable,26-739-35,XTP DTP 22/35,8160,68,88.4,0.18,,,
1664,50' (15.2 m) XTP DTP 22 non-plenum cable,26-739-50,XTP DTP 22/50,10440,87,113.1,0.18,,,
1665,6' (1.8 m) XTP DTP 22 non-plenum cable,26-739-06,XTP DTP 22/6,4680,39,50.7,0.18,,,
1666,75' (22.8 m) XTP DTP 22 non-plenum cable,26-739-75,XTP DTP 22/75,15360,128,166.4,0.18,,,
1667,9' (2.7 m) XTP DTP 22 non-plenum cable,26-739-09,XTP DTP 22/9,5280,44,57.2,0.18,,,
1668,100' (30.4 m) XTP DTP 22 plenum cable,26-740-100,XTP DTP 22P/100,38160,318,413.4,0.18,,,
1669,"XTP DTP 22 Shielded Twisted Pair Cable - Plenum, 1000' (305 m) spool",22-286-03,XTP DTP 22P/1000,293280,2444,3177.2,0.18,,,
1670,35' (10.6 m) XTP DTP 22 plenum cable,26-740-35,XTP DTP 22P/35,14040,117,152.1,0.18,,,
1671,50' (15.2 m) XTP DTP 22 plenum cable,26-740-50,XTP DTP 22P/50,19800,165,214.5,0.18,,,
1672,75' (22.8 m) XTP DTP 22 plenum cable,26-740-75,XTP DTP 22P/75,28680,239,310.7,0.18,,,
1673,"XTP DTP 24 Coupler, Package of 10",101-022-02,XTP DTP 24 Coupler,18480,154,200.2,0.18,,,
1674,"XTP DTP 24 Plug, Package of 10",101-005-02,XTP DTP 24 Plug,7320,61,79.3,0.18,,,
1675,100' (30.4 m) XTP DTP 24 non-plenum cable,26-702-100,XTP DTP 24/100,16560,138,179.4,0.18,,,
1676,"Shielded Digital Twisted Pair Cable for XTP & DTP products - Non-Plenum, 1000' (305 m) spool",22-236-03,XTP DTP 24/1000,87840,732,951.6,0.18,,,
1677,12' (3.6 m) XTP DTP 24 non-plenum cable,26-702-12,XTP DTP 24/12,3600,30,39,0.18,,,
1678,25' (7.6 m) XTP DTP 24 non-plenum cable,26-702-25,XTP DTP 24/25,5400,45,58.5,0.18,,,
1679,3' (90 cm) XTP DTP 24 non-plenum cable,26-702-03,XTP DTP 24/3,2520,21,27.3,0.18,,,
1680,35' (10.6 m) XTP DTP 24 non-plenum cable,26-702-35,XTP DTP 24/35,6720,56,72.8,0.18,,,
1681,50' (15.2 m) XTP DTP 24 non-plenum cable,26-702-50,XTP DTP 24/50,8760,73,94.9,0.18,,,
1682,6' (1.8 m) XTP DTP 24 non-plenum cable,26-702-06,XTP DTP 24/6,2880,24,31.2,0.18,,,
1683,75' (22.8 m) XTP DTP 24 non-plenum cable,26-702-75,XTP DTP 24/75,11880,99,128.7,0.18,,,
1684,9' (2.7 m) XTP DTP 24 non-plenum cable,26-702-09,XTP DTP 24/9,3240,27,35.1,0.18,,,
1685,100' (30.4 m) XTP DTP 24 plenum cable,26-695-100,XTP DTP 24P/100,32520,271,352.3,0.18,,,
1686,"Shielded Digital Twisted Pair Cable for XTP & DTP products - Plenum, 1000' (305 m) spool",22-235-03,XTP DTP 24P/1000,249360,2078,2701.4,0.18,,,
1687,25' (7.6 m) XTP DTP 24 plenum cable,26-695-25,XTP DTP 24P/25,9360,78,101.4,0.18,,,
1688,35' (10.6 m) XTP DTP 24 plenum cable,26-695-35,XTP DTP 24P/35,12240,102,132.6,0.18,,,
1689,50' (15.2 m) XTP DTP 24 plenum cable,26-695-50,XTP DTP 24P/50,17880,149,193.7,0.18,,,
1690,75' (22.8 m) XTP DTP 24 plenum cable,26-695-75,XTP DTP 24P/75,24840,207,269.1,0.18,,,
1691,"XTP DTP Jack, Package of 10",101-038-01,XTP DTP Jack,18480,154,200.2,0.18,,,
1692,XTP Fiber Optic Transmitter for HDMI - Multimode,60-1276-11,XTP FT HD 4K MM,156600,1305,1696.5,0.18,,,
1693,XTP Fiber Optic Transmitter for HDMI - Singlemode,60-1276-12,XTP FT HD 4K SM,244200,2035,2645.5,0.18,,,
1694,"XTP II Four Input Board, Fiber 8K - Multimode",70-1114-01,XTP II CP 4i F 8K MM,634320,5286,6871.8,0.18,,,
1695,"XTP II Four Input Board, Fiber 8K - Singlemode",70-1114-02,XTP II CP 4i F 8K SM,936720,7806,10147.8,0.18,,,
1696,"Four Input Board, 4K/60 HDMI with Stereo Audio",70-1112-01,XTP II CP 4i HD 4K PLUS,279000,2325,3022.5,0.18,,,
1697,"Four Input Board, 8K HDMI with Stereo Audio",70-1262-01,XTP II CP 4i HD 8K,384120,3201,4161.3,0.18,,,
1698,"Four Input Board, 4K/60 HDMI with Downmixing Audio",70-1112-02,XTP II CP 4i HD DMA 4K PLUS,348600,2905,3776.5,0.18,,,
1699,"Four Output Board, HDMI 4K/60 with Stereo Audio",70-1113-01,XTP II CP 4o HD 4K PLUS,139200,1160,1508,0.18,,,
1700,"Four Output Board, 8K HDMI with Stereo Audio",70-1263-01,XTP II CP 4o HD 8K,226800,1890,2457,0.18,,,
1701,"Four Output Board, 4K/60 HDMI with Dante Out",70-1182-01,XTP II CP 4o HD AT 4K PLUS,191280,1594,2072.2,0.18,,,
1702,"Four Output Board, 8K HDMI with Dante Out",70-1302-01,XTP II CP 4o HD AT 8K,279000,2325,3022.5,0.18,,,
1703,"XTP II Four Output Board, Scaling, Fiber 8K - Multimode",70-1301-01,XTP II CP 4o SF 8K MM,536040,4467,5807.1,0.18,,,
1704,"XTP II Four Output Board, Scaling, Fiber 8K - Singlemode",70-1301-02,XTP II CP 4o SF 8K SM,815760,6798,8837.4,0.18,,,
1705,Modular Digital Matrix Switchers from 4x4 to 16x16 with SpeedSwitch® Technology,60-2031-01,XTP II CrossPoint 1600 Frame,1166520,9721,12637.3,0.18,,,
1706,Modular Digital Matrix Switchers from 4x4 to 16x16 with Redundant Power Supply and SpeedSwitch® Technology,60-2031-11,XTP II CrossPoint 1600 Frame w/ RPS,1323000,11025,14332.5,0.18,,,
1707,Modular Digital Matrix Switchers from 4x4 to 32x32 with SpeedSwitch® Technology,60-1981-01,XTP II CrossPoint 3200 Frame,1920240,16002,20802.6,0.18,,,
1708,One Replacement 12V Power Supply,70-1129-01,XTP II CrossPoint 6400 12V P/S Kit,348600,2905,3776.5,0.18,,,
1709,One Replacement 48V Power Supply,70-1130-01,XTP II CrossPoint 6400 48V P/S Kit,348600,2905,3776.5,0.18,,,
1710,"Modular Digital Matrix Switchers from 4x4 to 64x64 with SpeedSwitch Technology, North America NEMA L6-20 Power Plug",60-1386-01,XTP II CrossPoint 6400 Frame,3492000,29100,37830,0.18,,,
1711,8K XTP II Fiber Optic Receiver with local HDMI Input - Mulitmode,60-1527-21,XTP II FR 401 8K MM,226080,1884,2449.2,0.18,,,
1712,8K XTP II Fiber Optic Receiver with local HDMI Input - Singlemode,60-1527-22,XTP II FR 401 8K SM,301680,2514,3268.2,0.18,,,
1713,8K XTP II Fiber Optic Transmitter for HDMI & DisplayPort with Audio Embedding - Multimode,60-1779-11,XTP II FT 402 8K MM,226080,1884,2449.2,0.18,,,
1714,8K XTP II Fiber Optic Transmitter for HDMI & DisplayPort with Audio Embedding - Singlemode,60-1779-12,XTP II FT 402 8K SM,301680,2514,3268.2,0.18,,,
1715,Blank Plate for XTP Matrix,70-939-01,XTP Matrix Blank Plate,3720,31,40.3,0.18,,,
1716,Four Port XTP Power Injector,60-1298-01,XTP PI 400,87000,725,942.5,0.18,,,
1717,XTP Receiver for HDMI,60-1524-13,XTP R HD 4K,78720,656,852.8,0.18,,,
1718,XTP Fiber Optic Scaling Receiver for HDMI - Multimode,60-1278-31,XTP SFR HD 4K MM,156600,1305,1696.5,0.18,,,
1719,XTP Fiber Optic Scaling Receiver for HDMI - Singlemode,60-1278-32,XTP SFR HD 4K SM,218520,1821,2367.3,0.18,,,
1720,XTP Scaling Receiver for HDMI,60-1524-02,XTP SR HD 4K,121800,1015,1319.5,0.18,,,
1721,Two Input XTP Transmitter for HDMI and VGA - EU Junction Boxes,60-1358-35,XTP T EU 202,173880,1449,1883.7,0.18,,,
1722,Two Input XTP Transmitter for Floor Boxes,60-1582-12,XTP T FB 202 4K,226800,1890,2457,0.18,,,
1723,XTP Transmitter for HDMI,60-1524-12,XTP T HD 4K,104400,870,1131,0.18,,,
1724,XTP Transmitter for HDMI - Decorator-Style Wallplate - Black,60-1611-12,XTP T HWP 101 4K,78720,656,852.8,0.18,,,
1725,XTP Transmitter for HDMI - Decorator-Style Wallplate - White,60-1611-13,XTP T HWP 101 4K,78720,656,852.8,0.18,,,
1726,Two Input XTP Transmitter for HDMI and VGA - MK Junction Boxes,60-1358-23,XTP T MK 202,173880,1449,1883.7,0.18,,,
1727,Three Input Multi-Format Switcher with HDMI Output and Integrated XTP Transmitter - 26W Remote Power Capable,60-1717-12,XTP T USW 103 4K,183000,1525,1982.5,0.18,,,
1728,Two Input XTP Transmitter for HDMI and VGA - Decorator-Style Wallplate - Black,60-1529-12,XTP T UWP 202 4K,121800,1015,1319.5,0.18,,,
1729,Two Input XTP Transmitter for HDMI and VGA - Decorator-Style Wallplate - White,60-1529-13,XTP T UWP 202 4K,121800,1015,1319.5,0.18,,,
1730,"Two Input XTP Transmitter for HDMI and VGA, No LAN - Decorator-Style Wallplate - Black",60-1530-12,XTP T UWP 202 4K NL,121800,1015,1319.5,0.18,,,
1731,"Two Input XTP Transmitter for HDMI and VGA, No LAN - Decorator-Style Wallplate - White",60-1530-13,XTP T UWP 202 4K NL,121800,1015,1319.5,0.18,,,
